state,district,market,commodity,variety,arrival_date,min_price,max_price,modal_price,commodity_ml,commodity_ta,commodity_te,commodity_kn,commodity_hi
Kerala,Thirssur,Chelakkara,Cucumbar(Kheera),Other,04/03/2019,2200,2400,2300.0,Cucumbar(Kheera),Cucumbar(Kheera),Cucumbar(Kheera),Cucumbar(Kheera),Cucumbar(Kheera)
Kerala,Thirssur,Chelakkara,Drumstick,Other,04/03/2019,3000,3300,3200.0,Drumstick,Drumstick,Drumstick,Drumstick,Drumstick
Kerala,Thirssur,Chelakkara,Duster Beans,Other,04/03/2019,3500,3800,3600.0,Duster Beans,Duster Beans,Duster Beans,Duster Beans,Duster Beans
Kerala,Thirssur,Chelakkara,Elephant Yam (Suran),Other,04/03/2019,2500,2800,2600.0,Elephant Yam (Suran),Elephant Yam (Suran),Elephant Yam (Suran),Elephant Yam (Suran),Elephant Yam (Suran)
Kerala,Thirssur,Chelakkara,Ginger(Green),Other,04/03/2019,8000,8400,8200.0,Ginger(Green),Ginger(Green),Ginger(Green),Ginger(Green),Ginger(Green)
Kerala,Thirssur,Chelakkara,Green Chilli,Other,04/03/2019,2000,2200,2100.0,Green Chilli,Green Chilli,Green Chilli,Green Chilli,Green Chilli
Kerala,Thirssur,Chelakkara,Mango (Raw-Ripe),Other,04/03/2019,2000,2200,2100.0,Mango (Raw-Ripe),Mango (Raw-Ripe),Mango (Raw-Ripe),Mango (Raw-Ripe),Mango (Raw-Ripe)
Kerala,Thirssur,Chelakkara,Onion,Other,04/03/2019,1800,2000,1900.0,Onion,Onion,Onion,Onion,Onion
Kerala,Thirssur,Chelakkara,Potato,Other,04/03/2019,2500,2800,2600.0,Potato,Potato,Potato,Potato,Potato
Kerala,Thirssur,Chelakkara,Pumpkin,Other,04/03/2019,1600,1800,1700.0,Pumpkin,Pumpkin,Pumpkin,Pumpkin,Pumpkin
Kerala,Thirssur,Chelakkara,Snakeguard,Other,04/03/2019,1800,2000,1900.0,Snakeguard,Snakeguard,Snakeguard,Snakeguard,Snakeguard
Kerala,Thirssur,Chelakkara,Tapioca,Other,04/03/2019,2400,2600,2500.0,Tapioca,Tapioca,Tapioca,Tapioca,Tapioca
Kerala,Thirssur,Chelakkara,Tomato,Other,04/03/2019,2000,2200,2100.0,Tomato,Tomato,Tomato,Tomato,Tomato
Kerala,Thirssur,Irinjalakkuda,Ashgourd,Other,04/03/2019,2200,2200,2200.0,Ashgourd,Ashgourd,Ashgourd,Ashgourd,Ashgourd
Kerala,Thirssur,Irinjalakkuda,Banana,Other,04/03/2019,6000,6000,6000.0,Banana,Banana,Banana,Banana,Banana
Kerala,Thirssur,Irinjalakkuda,Banana - Green,Other,04/03/2019,6200,6200,6200.0,Banana - Green,Banana - Green,Banana - Green,Banana - Green,Banana - Green
Kerala,Thirssur,Irinjalakkuda,Beetroot,Other,04/03/2019,3000,3000,3000.0,Beetroot,Beetroot,Beetroot,Beetroot,Beetroot
Kerala,Thirssur,Irinjalakkuda,Bhindi(Ladies Finger),Other,04/03/2019,3200,3200,3200.0,Bhindi(Ladies Finger),Bhindi(Ladies Finger),Bhindi(Ladies Finger),Bhindi(Ladies Finger),Bhindi(Ladies Finger)
Kerala,Thirssur,Irinjalakkuda,Bitter gourd,Other,04/03/2019,4000,4000,4000.0,Bitter gourd,Bitter gourd,Bitter gourd,Bitter gourd,Bitter gourd
Kerala,Thirssur,Irinjalakkuda,Bottle gourd,Other,04/03/2019,2400,2400,2400.0,Bottle gourd,Bottle gourd,Bottle gourd,Bottle gourd,Bottle gourd
Kerala,Thirssur,Irinjalakkuda,Brinjal,Other,04/03/2019,2500,2500,2500.0,Brinjal,Brinjal,Brinjal,Brinjal,Brinjal
Kerala,Thirssur,Irinjalakkuda,Cabbage,Other,04/03/2019,3000,3000,3000.0,Cabbage,Cabbage,Cabbage,Cabbage,Cabbage
Kerala,Thirssur,Irinjalakkuda,Carrot,Other,04/03/2019,3800,3800,3800.0,Carrot,Carrot,Carrot,Carrot,Carrot
Kerala,Thirssur,Irinjalakkuda,Cauliflower,Other,04/03/2019,2700,2700,2700.0,Cauliflower,Cauliflower,Cauliflower,Cauliflower,Cauliflower
Kerala,Thirssur,Irinjalakkuda,Coconut,Other,04/03/2019,4000,4000,4000.0,Coconut,Coconut,Coconut,Coconut,Coconut
Kerala,Thirssur,Irinjalakkuda,Cowpea(Veg),Other,04/03/2019,3500,3500,3500.0,Cowpea(Veg),Cowpea(Veg),Cowpea(Veg),Cowpea(Veg),Cowpea(Veg)
Kerala,Thirssur,Irinjalakkuda,Cucumbar(Kheera),Other,04/03/2019,2000,2000,2000.0,Cucumbar(Kheera),Cucumbar(Kheera),Cucumbar(Kheera),Cucumbar(Kheera),Cucumbar(Kheera)
Kerala,Thirssur,Irinjalakkuda,Drumstick,Other,04/03/2019,2600,2600,2600.0,Drumstick,Drumstick,Drumstick,Drumstick,Drumstick
Kerala,Thirssur,Irinjalakkuda,Elephant Yam (Suran),Other,04/03/2019,2400,2400,2400.0,Elephant Yam (Suran),Elephant Yam (Suran),Elephant Yam (Suran),Elephant Yam (Suran),Elephant Yam (Suran)
Kerala,Thirssur,Irinjalakkuda,Ginger(Green),Other,04/03/2019,4000,4000,4000.0,Ginger(Green),Ginger(Green),Ginger(Green),Ginger(Green),Ginger(Green)
Kerala,Thirssur,Irinjalakkuda,Green Chilli,Other,04/03/2019,3500,3500,3500.0,Green Chilli,Green Chilli,Green Chilli,Green Chilli,Green Chilli
Kerala,Thirssur,Irinjalakkuda,Indian Beans (Seam),Other,04/03/2019,4000,4000,4000.0,Indian Beans (Seam),Indian Beans (Seam),Indian Beans (Seam),Indian Beans (Seam),Indian Beans (Seam)
Kerala,Thirssur,Irinjalakkuda,Lemon,Other,04/03/2019,2000,2000,2000.0,Lemon,Lemon,Lemon,Lemon,Lemon
Kerala,Thirssur,Irinjalakkuda,Mango,Other,04/03/2019,3500,3500,3500.0,Mango,Mango,Mango,Mango,Mango
Kerala,Thirssur,Irinjalakkuda,Onion,Other,04/03/2019,2500,2500,2500.0,Onion,Onion,Onion,Onion,Onion
Kerala,Thirssur,Irinjalakkuda,Potato,Other,04/03/2019,2400,2400,2400.0,Potato,Potato,Potato,Potato,Potato
Kerala,Thirssur,Irinjalakkuda,Pumpkin,Other,04/03/2019,3000,3000,3000.0,Pumpkin,Pumpkin,Pumpkin,Pumpkin,Pumpkin
Kerala,Thirssur,Irinjalakkuda,Tapioca,Other,04/03/2019,4000,4000,4000.0,Tapioca,Tapioca,Tapioca,Tapioca,Tapioca
Kerala,Thirssur,Irinjalakkuda,Tomato,Other,04/03/2019,2000,2000,2000.0,Tomato,Tomato,Tomato,Tomato,Tomato
Kerala,Thirssur,Kodungalloor,Ashgourd,Other,04/03/2019,850,850,850.0,Ashgourd,Ashgourd,Ashgourd,Ashgourd,Ashgourd
Kerala,Thirssur,Kodungalloor,Banana - Green,Other,04/03/2019,3600,3600,3600.0,Banana - Green,Banana - Green,Banana - Green,Banana - Green,Banana - Green
Kerala,Thirssur,Kodungalloor,Beetroot,Other,04/03/2019,2100,2200,2100.0,Beetroot,Beetroot,Beetroot,Beetroot,Beetroot
Kerala,Thirssur,Kodungalloor,Bhindi(Ladies Finger),Other,04/03/2019,2300,2300,2300.0,Bhindi(Ladies Finger),Bhindi(Ladies Finger),Bhindi(Ladies Finger),Bhindi(Ladies Finger),Bhindi(Ladies Finger)
Kerala,Thirssur,Kodungalloor,Bitter gourd,Other,04/03/2019,3500,3600,3600.0,Bitter gourd,Bitter gourd,Bitter gourd,Bitter gourd,Bitter gourd
Kerala,Thirssur,Kodungalloor,Brinjal,Other,04/03/2019,1500,1500,1500.0,Brinjal,Brinjal,Brinjal,Brinjal,Brinjal
Kerala,Thirssur,Kodungalloor,Cabbage,Other,04/03/2019,2200,2200,2200.0,Cabbage,Cabbage,Cabbage,Cabbage,Cabbage
Kerala,Thirssur,Kodungalloor,Carrot,Other,04/03/2019,2300,2300,2300.0,Carrot,Carrot,Carrot,Carrot,Carrot
Kerala,Thirssur,Kodungalloor,Drumstick,Other,04/03/2019,2400,2400,2400.0,Drumstick,Drumstick,Drumstick,Drumstick,Drumstick
Kerala,Thirssur,Kodungalloor,Elephant Yam (Suran),Other,04/03/2019,1400,1400,1400.0,Elephant Yam (Suran),Elephant Yam (Suran),Elephant Yam (Suran),Elephant Yam (Suran),Elephant Yam (Suran)
Kerala,Thirssur,Kodungalloor,French Beans (Frasbean),Other,04/03/2019,3000,3000,3000.0,French Beans (Frasbean),French Beans (Frasbean),French Beans (Frasbean),French Beans (Frasbean),French Beans (Frasbean)
Kerala,Thirssur,Kodungalloor,Ginger(Green),Other,04/03/2019,7000,7000,7000.0,Ginger(Green),Ginger(Green),Ginger(Green),Ginger(Green),Ginger(Green)
Kerala,Thirssur,Kodungalloor,Green Chilli,Other,04/03/2019,3700,3800,3800.0,Green Chilli,Green Chilli,Green Chilli,Green Chilli,Green Chilli
Kerala,Thirssur,Kodungalloor,Mango (Raw-Ripe),Other,04/03/2019,3000,3000,3000.0,Mango (Raw-Ripe),Mango (Raw-Ripe),Mango (Raw-Ripe),Mango (Raw-Ripe),Mango (Raw-Ripe)
Kerala,Thirssur,Kodungalloor,Onion,Other,04/03/2019,950,1000,950.0,Onion,Onion,Onion,Onion,Onion
Kerala,Thirssur,Kodungalloor,Potato,Other,04/03/2019,1400,1400,1400.0,Potato,Potato,Potato,Potato,Potato
Kerala,Thirssur,Kodungalloor,Pumpkin,Other,04/03/2019,1100,1100,1100.0,Pumpkin,Pumpkin,Pumpkin,Pumpkin,Pumpkin
Kerala,Thirssur,Kodungalloor,Sweet Potato,Other,04/03/2019,2200,2200,2200.0,Sweet Potato,Sweet Potato,Sweet Potato,Sweet Potato,Sweet Potato
Kerala,Thirssur,Kodungalloor,Tapioca,Other,04/03/2019,2000,2000,2000.0,Tapioca,Tapioca,Tapioca,Tapioca,Tapioca
Kerala,Thirssur,Kodungalloor,Tomato,Other,04/03/2019,1600,1600,1600.0,Tomato,Tomato,Tomato,Tomato,Tomato
Kerala,Thiruvananthapuram,Maranelloor,Banana,Nendra Bale,04/03/2019,3800,4000,3900.0,Banana,Banana,Banana,Banana,Banana
Kerala,Thiruvananthapuram,Maranelloor,Banana,Nendra Bale,04/03/2019,3500,3700,3600.0,Banana,Banana,Banana,Banana,Banana
Kerala,Thiruvananthapuram,Maranelloor,Banana,Nendra Bale,04/03/2019,2500,3400,3200.0,Banana,Banana,Banana,Banana,Banana
Kerala,Thiruvananthapuram,Maranelloor,Banana,Palayamthodan,04/03/2019,1600,1800,1700.0,Banana,Banana,Banana,Banana,Banana
Kerala,Thiruvananthapuram,Maranelloor,Banana,Palayamthodan,04/03/2019,1300,1500,1400.0,Banana,Banana,Banana,Banana,Banana
Kerala,Thiruvananthapuram,Maranelloor,Banana,Palayamthodan,04/03/2019,1000,1200,1100.0,Banana,Banana,Banana,Banana,Banana
Kerala,Thiruvananthapuram,Maranelloor,Banana,Poovan,04/03/2019,2900,3200,3000.0,Banana,Banana,Banana,Banana,Banana
Kerala,Thiruvananthapuram,Maranelloor,Banana,Poovan,04/03/2019,2600,2800,2700.0,Banana,Banana,Banana,Banana,Banana
Kerala,Thiruvananthapuram,Maranelloor,Banana,Poovan,04/03/2019,3300,3500,3400.0,Banana,Banana,Banana,Banana,Banana
Kerala,Thiruvananthapuram,Maranelloor,Banana,Red Banana,04/03/2019,3800,4000,3900.0,Banana,Banana,Banana,Banana,Banana
Kerala,Thiruvananthapuram,Maranelloor,Banana,Red Banana,04/03/2019,3500,3700,3600.0,Banana,Banana,Banana,Banana,Banana
Kerala,Thiruvananthapuram,Maranelloor,Banana,Robusta,04/03/2019,1700,1900,1800.0,Banana,Banana,Banana,Banana,Banana
Kerala,Thiruvananthapuram,Maranelloor,Banana,Robusta,04/03/2019,1400,1600,1500.0,Banana,Banana,Banana,Banana,Banana
Kerala,Thiruvananthapuram,Maranelloor,Banana,Robusta,04/03/2019,1000,1300,1200.0,Banana,Banana,Banana,Banana,Banana
Kerala,Thiruvananthapuram,Parassala,Amaranthus,Amaranthus,04/03/2019,3500,4000,3500.0,Amaranthus,Amaranthus,Amaranthus,Amaranthus,Amaranthus
Kerala,Thiruvananthapuram,Parassala,Banana,Banana - Ripe,04/03/2019,3800,4000,3800.0,Banana,Banana,Banana,Banana,Banana
Kerala,Thiruvananthapuram,Parassala,Banana,Palayamthodan,04/03/2019,1400,2000,1400.0,Banana,Banana,Banana,Banana,Banana
Kerala,Thiruvananthapuram,Parassala,Banana,Rasakathai,04/03/2019,3500,4000,3500.0,Banana,Banana,Banana,Banana,Banana
Kerala,Thiruvananthapuram,Parassala,Bitter gourd,Bitter Gourd,04/03/2019,5000,5500,5000.0,Bitter gourd,Bitter gourd,Bitter gourd,Bitter gourd,Bitter gourd
Kerala,Thiruvananthapuram,Parassala,Brinjal,Round,04/03/2019,6000,6500,6000.0,Brinjal,Brinjal,Brinjal,Brinjal,Brinjal
Kerala,Thiruvananthapuram,Parassala,Brinjal,Round/Long,04/03/2019,3000,3700,3000.0,Brinjal,Brinjal,Brinjal,Brinjal,Brinjal
Kerala,Thiruvananthapuram,Parassala,Colacasia,Colacasia,04/03/2019,4000,4500,4000.0,Colacasia,Colacasia,Colacasia,Colacasia,Colacasia
Kerala,Thiruvananthapuram,Parassala,Drumstick,Drumstick,04/03/2019,4000,5000,4000.0,Drumstick,Drumstick,Drumstick,Drumstick,Drumstick
Kerala,Thiruvananthapuram,Parassala,Ginger(Green),Green Ginger,04/03/2019,8000,9000,8000.0,Ginger(Green),Ginger(Green),Ginger(Green),Ginger(Green),Ginger(Green)
Kerala,Thiruvananthapuram,Parassala,Pumpkin,Pumpkin,04/03/2019,1700,2000,1700.0,Pumpkin,Pumpkin,Pumpkin,Pumpkin,Pumpkin
Kerala,Thiruvananthapuram,Parassala,Snakeguard,Snakeguard,04/03/2019,2600,3000,2600.0,Snakeguard,Snakeguard,Snakeguard,Snakeguard,Snakeguard
Madhya Pradesh,Anupur,Jaithari,Paddy(Dhan)(Common),Other,04/03/2019,1750,1750,1750.0,Paddy(Dhan)(Common),Paddy(Dhan)(Common),Paddy(Dhan)(Common),Paddy(Dhan)(Common),Paddy(Dhan)(Common)
Madhya Pradesh,Badwani,Sendhwa,Bhindi(Ladies Finger),Bhindi,04/03/2019,650,850,750.0,Bhindi(Ladies Finger),Bhindi(Ladies Finger),Bhindi(Ladies Finger),Bhindi(Ladies Finger),Bhindi(Ladies Finger)
Madhya Pradesh,Badwani,Sendhwa,Bottle gourd,Bottle Gourd,04/03/2019,550,850,700.0,Bottle gourd,Bottle gourd,Bottle gourd,Bottle gourd,Bottle gourd
Madhya Pradesh,Badwani,Sendhwa,Brinjal,Brinjal,04/03/2019,500,900,700.0,Brinjal,Brinjal,Brinjal,Brinjal,Brinjal
Madhya Pradesh,Badwani,Sendhwa,Cauliflower,Cauliflower,04/03/2019,550,850,700.0,Cauliflower,Cauliflower,Cauliflower,Cauliflower,Cauliflower
Madhya Pradesh,Badwani,Sendhwa,Green Chilli,Green Chilly,04/03/2019,600,1000,800.0,Green Chilli,Green Chilli,Green Chilli,Green Chilli,Green Chilli
Madhya Pradesh,Badwani,Sendhwa,Spinach,Other,04/03/2019,550,850,700.0,Spinach,Spinach,Spinach,Spinach,Spinach
Madhya Pradesh,Badwani,Sendhwa,Tomato,Tomato,04/03/2019,600,1000,800.0,Tomato,Tomato,Tomato,Tomato,Tomato
Madhya Pradesh,Dhar,Dhar,Apple,Other,04/03/2019,2000,3000,2200.0,Apple,Apple,Apple,Apple,Apple
Madhya Pradesh,Dhar,Dhar,Banana,Other,04/03/2019,1200,1200,1200.0,Banana,Banana,Banana,Banana,Banana
Madhya Pradesh,Dhar,Dhar,Soyabean,Yellow,04/03/2019,3200,3200,3200.0,Soyabean,Soyabean,Soyabean,Soyabean,Soyabean
Madhya Pradesh,Dhar,Dhar,Wheat,Lokwan,04/03/2019,2000,2000,2000.0,Wheat,Wheat,Wheat,Wheat,Wheat
Madhya Pradesh,Dhar,Dhar(F&V),Apple,Other,04/03/2019,2000,2000,2000.0,Apple,Apple,Apple,Apple,Apple
Madhya Pradesh,Dhar,Dhar(F&V),Banana,Other,04/03/2019,800,800,800.0,Banana,Banana,Banana,Banana,Banana
Madhya Pradesh,Dhar,Dhar(F&V),Orange,Other,04/03/2019,800,1000,900.0,Orange,Orange,Orange,Orange,Orange
Madhya Pradesh,Dindori,Gorakhpur,Linseed,Other,04/03/2019,3450,3500,3475.0,Linseed,Linseed,Linseed,Linseed,Linseed
Madhya Pradesh,Dindori,Gorakhpur,Niger Seed (Ramtil),Other,04/03/2019,4100,4200,4150.0,Niger Seed (Ramtil),Niger Seed (Ramtil),Niger Seed (Ramtil),Niger Seed (Ramtil),Niger Seed (Ramtil)
Madhya Pradesh,Dindori,Gorakhpur,Paddy(Dhan)(Common),Other,04/03/2019,1300,1350,1325.0,Paddy(Dhan)(Common),Paddy(Dhan)(Common),Paddy(Dhan)(Common),Paddy(Dhan)(Common),Paddy(Dhan)(Common)
Madhya Pradesh,Dindori,Gorakhpur,Soyabean,Local,04/03/2019,3300,3400,3350.0,Soyabean,Soyabean,Soyabean,Soyabean,Soyabean
Madhya Pradesh,Jhabua,Thandla,Bhindi(Ladies Finger),Bhindi,04/03/2019,1900,2100,2000.0,Bhindi(Ladies Finger),Bhindi(Ladies Finger),Bhindi(Ladies Finger),Bhindi(Ladies Finger),Bhindi(Ladies Finger)
Madhya Pradesh,Jhabua,Thandla,Bitter gourd,Other,04/03/2019,1300,1600,1450.0,Bitter gourd,Bitter gourd,Bitter gourd,Bitter gourd,Bitter gourd
Madhya Pradesh,Jhabua,Thandla,Bottle gourd,Bottle Gourd,04/03/2019,1600,1800,1700.0,Bottle gourd,Bottle gourd,Bottle gourd,Bottle gourd,Bottle gourd
Madhya Pradesh,Jhabua,Thandla,Brinjal,Brinjal,04/03/2019,1500,1700,1600.0,Brinjal,Brinjal,Brinjal,Brinjal,Brinjal
Madhya Pradesh,Jhabua,Thandla,Cabbage,Cabbage,04/03/2019,1300,1500,1400.0,Cabbage,Cabbage,Cabbage,Cabbage,Cabbage
Madhya Pradesh,Jhabua,Thandla,Cauliflower,Cauliflower,04/03/2019,1400,1600,1500.0,Cauliflower,Cauliflower,Cauliflower,Cauliflower,Cauliflower
Madhya Pradesh,Jhabua,Thandla,Coriander(Leaves),Other,04/03/2019,1500,1600,1550.0,Coriander(Leaves),Coriander(Leaves),Coriander(Leaves),Coriander(Leaves),Coriander(Leaves)
Madhya Pradesh,Jhabua,Thandla,Cotton,DCH-32  (Ginned),04/03/2019,5300,5600,5400.0,Cotton,Cotton,Cotton,Cotton,Cotton
Madhya Pradesh,Jhabua,Thandla,Green Chilli,Other,04/03/2019,2100,2300,2200.0,Green Chilli,Green Chilli,Green Chilli,Green Chilli,Green Chilli
Madhya Pradesh,Jhabua,Thandla,Green Gram Dal (Moong Dal),Green Gram Dal,04/03/2019,3650,3650,3650.0,Green Gram Dal (Moong Dal),Green Gram Dal (Moong Dal),Green Gram Dal (Moong Dal),Green Gram Dal (Moong Dal),Green Gram Dal (Moong Dal)
Madhya Pradesh,Jhabua,Thandla,Methi(Leaves),Methi,04/03/2019,1200,1400,1300.0,Methi(Leaves),Methi(Leaves),Methi(Leaves),Methi(Leaves),Methi(Leaves)
Madhya Pradesh,Jhabua,Thandla,Onion,Other,04/03/2019,600,700,650.0,Onion,Onion,Onion,Onion,Onion
Madhya Pradesh,Jhabua,Thandla,Paddy(Dhan)(Common),1001,04/03/2019,1300,1300,1300.0,Paddy(Dhan)(Common),Paddy(Dhan)(Common),Paddy(Dhan)(Common),Paddy(Dhan)(Common),Paddy(Dhan)(Common)
Madhya Pradesh,Jhabua,Thandla,Spinach,Spinach,04/03/2019,1200,1400,1300.0,Spinach,Spinach,Spinach,Spinach,Spinach
Madhya Pradesh,Jhabua,Thandla,Tomato,Deshi,04/03/2019,1500,1600,1550.0,Tomato,Tomato,Tomato,Tomato,Tomato
Madhya Pradesh,Jhabua,Thandla,Wheat,147 Average,04/03/2019,1900,1920,1915.0,Wheat,Wheat,Wheat,Wheat,Wheat
Madhya Pradesh,Khandwa,Pandhana(F&V),Tomato,Deshi,04/03/2019,1200,1400,1300.0,Tomato,Tomato,Tomato,Tomato,Tomato
Madhya Pradesh,Narsinghpur,Gadarwada,Cabbage,Cabbage,04/03/2019,700,800,750.0,Cabbage,Cabbage,Cabbage,Cabbage,Cabbage
Madhya Pradesh,Narsinghpur,Gadarwada,Coriander(Leaves),Coriander,04/03/2019,300,500,400.0,Coriander(Leaves),Coriander(Leaves),Coriander(Leaves),Coriander(Leaves),Coriander(Leaves)
Madhya Pradesh,Narsinghpur,Gadarwada,Green Chilli,Green Chilly,04/03/2019,2000,2500,2250.0,Green Chilli,Green Chilli,Green Chilli,Green Chilli,Green Chilli
Madhya Pradesh,Sheopur,Sheopurkalan,Mustard,Mustard,04/03/2019,3160,3300,3250.0,Mustard,Mustard,Mustard,Mustard,Mustard
Madhya Pradesh,Sheopur,Syopurkalan(F&V),Carrot,Other,04/03/2019,400,500,450.0,Carrot,Carrot,Carrot,Carrot,Carrot
Madhya Pradesh,Sheopur,Syopurkalan(F&V),Orange,Other,04/03/2019,1000,1200,1100.0,Orange,Orange,Orange,Orange,Orange
Madhya Pradesh,Sheopur,Syopurkalan(F&V),Potato,Other,04/03/2019,700,800,750.0,Potato,Potato,Potato,Potato,Potato
Madhya Pradesh,Sheopur,Syopurkalan(F&V),Tomato,Other,04/03/2019,500,600,550.0,Tomato,Tomato,Tomato,Tomato,Tomato
Maharashtra,Ahmednagar,Newasa(Ghodegaon),Onion,Red,04/03/2019,200,600,400.0,Onion,Onion,Onion,Onion,Onion
Maharashtra,Ahmednagar,Rahata,Pomegranate,Other,04/03/2019,250,7000,4000.0,Pomegranate,Pomegranate,Pomegranate,Pomegranate,Pomegranate
Maharashtra,Buldhana,Deoulgaon Raja,Cotton,Desi,04/03/2019,5100,5400,5300.0,Cotton,Cotton,Cotton,Cotton,Cotton
Maharashtra,Jalgaon,Yawal,Banana,Other,04/03/2019,490,965,910.0,Banana,Banana,Banana,Banana,Banana
Maharashtra,Jalgaon,Yawal,Bengal Gram(Gram)(Whole),Other,04/03/2019,4000,4500,4220.0,Bengal Gram(Gram)(Whole),Bengal Gram(Gram)(Whole),Bengal Gram(Gram)(Whole),Bengal Gram(Gram)(Whole),Bengal Gram(Gram)(Whole)
Maharashtra,Jalgaon,Yawal,Cotton,Other,04/03/2019,5150,5850,5200.0,Cotton,Cotton,Cotton,Cotton,Cotton
Maharashtra,Jalgaon,Yawal,Maize,Yellow,04/03/2019,1250,1630,1350.0,Maize,Maize,Maize,Maize,Maize
Maharashtra,Jalgaon,Yawal,Onion,Red,04/03/2019,410,625,510.0,Onion,Onion,Onion,Onion,Onion
Maharashtra,Kolhapur,Kolhapur,Apple,Other,04/03/2019,4000,11000,10000.0,Apple,Apple,Apple,Apple,Apple
Maharashtra,Kolhapur,Kolhapur,Brinjal,Other,04/03/2019,600,3000,1800.0,Brinjal,Brinjal,Brinjal,Brinjal,Brinjal
Maharashtra,Kolhapur,Kolhapur,Cabbage,Other,04/03/2019,800,1400,1100.0,Cabbage,Cabbage,Cabbage,Cabbage,Cabbage
Maharashtra,Kolhapur,Kolhapur,Cauliflower,Other,04/03/2019,600,1500,1050.0,Cauliflower,Cauliflower,Cauliflower,Cauliflower,Cauliflower
Maharashtra,Kolhapur,Kolhapur,Coriander(Leaves),Other,04/03/2019,1400,3500,2450.0,Coriander(Leaves),Coriander(Leaves),Coriander(Leaves),Coriander(Leaves),Coriander(Leaves)
Maharashtra,Kolhapur,Kolhapur,Green Chilli,Other,04/03/2019,2700,6500,4600.0,Green Chilli,Green Chilli,Green Chilli,Green Chilli,Green Chilli
Maharashtra,Kolhapur,Kolhapur,Lime,Other,04/03/2019,750,6500,3625.0,Lime,Lime,Lime,Lime,Lime
Maharashtra,Kolhapur,Kolhapur,Mango,Hapus(Alphaso),04/03/2019,1000,8000,4500.0,Mango,Mango,Mango,Mango,Mango
Maharashtra,Kolhapur,Kolhapur,Onion,Other,04/03/2019,200,750,450.0,Onion,Onion,Onion,Onion,Onion
Maharashtra,Kolhapur,Kolhapur,Tomato,Other,04/03/2019,500,2200,1350.0,Tomato,Tomato,Tomato,Tomato,Tomato
Maharashtra,Kolhapur,Kolhapur(Malkapur),Brinjal,Other,04/03/2019,150,380,250.0,Brinjal,Brinjal,Brinjal,Brinjal,Brinjal
Maharashtra,Kolhapur,Kolhapur(Malkapur),Cabbage,Other,04/03/2019,100,350,200.0,Cabbage,Cabbage,Cabbage,Cabbage,Cabbage
Maharashtra,Kolhapur,Kolhapur(Malkapur),Cauliflower,Other,04/03/2019,100,300,250.0,Cauliflower,Cauliflower,Cauliflower,Cauliflower,Cauliflower
Maharashtra,Kolhapur,Kolhapur(Malkapur),Tomato,Other,04/03/2019,100,300,200.0,Tomato,Tomato,Tomato,Tomato,Tomato
Maharashtra,Nagpur,Savner,Arhar (Tur/Red Gram)(Whole),Other,04/03/2019,4725,4945,4860.0,Arhar (Tur/Red Gram)(Whole),Arhar (Tur/Red Gram)(Whole),Arhar (Tur/Red Gram)(Whole),Arhar (Tur/Red Gram)(Whole),Arhar (Tur/Red Gram)(Whole)
Maharashtra,Nagpur,Savner,Bengal Gram(Gram)(Whole),Other,04/03/2019,3745,3745,3745.0,Bengal Gram(Gram)(Whole),Bengal Gram(Gram)(Whole),Bengal Gram(Gram)(Whole),Bengal Gram(Gram)(Whole),Bengal Gram(Gram)(Whole)
Maharashtra,Nagpur,Savner,Cotton,Other,04/03/2019,5325,5325,5325.0,Cotton,Cotton,Cotton,Cotton,Cotton
Maharashtra,Nagpur,Savner,Wheat,Other,04/03/2019,1935,2040,2000.0,Wheat,Wheat,Wheat,Wheat,Wheat
Maharashtra,Nanded,Bhokar,Arhar (Tur/Red Gram)(Whole),Other,04/03/2019,3800,4751,4000.0,Arhar (Tur/Red Gram)(Whole),Arhar (Tur/Red Gram)(Whole),Arhar (Tur/Red Gram)(Whole),Arhar (Tur/Red Gram)(Whole),Arhar (Tur/Red Gram)(Whole)
Maharashtra,Nanded,Bhokar,Bengal Gram(Gram)(Whole),Other,04/03/2019,3500,3751,3651.0,Bengal Gram(Gram)(Whole),Bengal Gram(Gram)(Whole),Bengal Gram(Gram)(Whole),Bengal Gram(Gram)(Whole),Bengal Gram(Gram)(Whole)
Maharashtra,Nanded,Bhokar,Turmeric,Other,04/03/2019,5200,5200,5200.0,Turmeric,Turmeric,Turmeric,Turmeric,Turmeric
Maharashtra,Nanded,Bhokar,Wheat,Other,04/03/2019,1800,1950,1900.0,Wheat,Wheat,Wheat,Wheat,Wheat
Maharashtra,Nashik,Lasalgaon(Niphad),Onion,Red,04/03/2019,251,441,351.0,Onion,Onion,Onion,Onion,Onion
Maharashtra,Pune,Pune,Apple,Other,04/03/2019,4000,14000,7800.0,Apple,Apple,Apple,Apple,Apple
Maharashtra,Pune,Pune,Beans,Other,04/03/2019,3000,4000,3500.0,Beans,Beans,Beans,Beans,Beans
Maharashtra,Pune,Pune,Beetroot,Other,04/03/2019,700,1400,1000.0,Beetroot,Beetroot,Beetroot,Beetroot,Beetroot
Maharashtra,Pune,Pune,Bhindi(Ladies Finger),Other,04/03/2019,1000,4000,2500.0,Bhindi(Ladies Finger),Bhindi(Ladies Finger),Bhindi(Ladies Finger),Bhindi(Ladies Finger),Bhindi(Ladies Finger)
Maharashtra,Pune,Pune,Bitter gourd,Other,04/03/2019,3000,5000,4000.0,Bitter gourd,Bitter gourd,Bitter gourd,Bitter gourd,Bitter gourd
